"","gene_id","gene_type","gene_short_name","chr"
"ENSMUSG00000007338","ENSMUSG00000007338","protein_coding","Mrpl49","chr19"
"ENSMUSG00000038274","ENSMUSG00000038274","protein_coding","Fau","chr19"
"ENSMUSG00000075227","ENSMUSG00000075227","protein_coding","Znhit2","chr19"
"ENSMUSG00000024799","ENSMUSG00000024799","protein_coding","Tm7sf2","chr19"
"ENSMUSG00000024797","ENSMUSG00000024797","protein_coding","Vps51","chr19"
"ENSMUSG00000100621","ENSMUSG00000100621","protein_coding","Gm28374","chr19"
"ENSMUSG00000047733","ENSMUSG00000047733","protein_coding","Tmem262","chr19"
"ENSMUSG00000024792","ENSMUSG00000024792","protein_coding","Zfpl1","chr19"
"ENSMUSG00000024791","ENSMUSG00000024791","protein_coding","Cdca5","chr19"
"ENSMUSG00000054999","ENSMUSG00000054999","protein_coding","Naaladl1","chr19"
"ENSMUSG00000024790","ENSMUSG00000024790","protein_coding","Sac3d1","chr19"
"ENSMUSG00000024787","ENSMUSG00000024787","protein_coding","Snx15","chr19"
"ENSMUSG00000024944","ENSMUSG00000024944","protein_coding","Arl2","chr19"
"ENSMUSG00000039699","ENSMUSG00000039699","protein_coding","Batf2","chr19"
"ENSMUSG00000024786","ENSMUSG00000024786","protein_coding","Majin","chr19"
"ENSMUSG00000024784","ENSMUSG00000024784","protein_coding","Gpha2","chr19"
"ENSMUSG00000024777","ENSMUSG00000024777","protein_coding","Ppp2r5b","chr19"
"ENSMUSG00000024773","ENSMUSG00000024773","protein_coding","Atg2a","chr19"
"ENSMUSG00000024772","ENSMUSG00000024772","protein_coding","Ehd1","chr19"
"ENSMUSG00000024769","ENSMUSG00000024769","protein_coding","Cdc42bpg","chr19"
"ENSMUSG00000024947","ENSMUSG00000024947","protein_coding","Men1","chr19"
"ENSMUSG00000024948","ENSMUSG00000024948","protein_coding","Map4k2","chr19"
"ENSMUSG00000024949","ENSMUSG00000024949","protein_coding","Sf1","chr19"
"ENSMUSG00000032648","ENSMUSG00000032648","protein_coding","Pygm","chr19"
"ENSMUSG00000032946","ENSMUSG00000032946","protein_coding","Rasgrp2","chr19"
"ENSMUSG00000033768","ENSMUSG00000033768","protein_coding","Nrxn2","chr19"
"ENSMUSG00000061742","ENSMUSG00000061742","protein_coding","Slc22a12","chr19"
"ENSMUSG00000085285","ENSMUSG00000085285","lincRNA","Gm14968","chr19"
"ENSMUSG00000024952","ENSMUSG00000024952","protein_coding","Rps6ka4","chr19"
"ENSMUSG00000047810","ENSMUSG00000047810","protein_coding","Ccdc88b","chr19"
"ENSMUSG00000024953","ENSMUSG00000024953","protein_coding","Prdx5","chr19"
"ENSMUSG00000038812","ENSMUSG00000038812","protein_coding","Trmt112","chr19"
"ENSMUSG00000024955","ENSMUSG00000024955","protein_coding","Esrra","chr19"
"ENSMUSG00000050623","ENSMUSG00000050623","protein_coding","Tex40","chr19"
"ENSMUSG00000024957","ENSMUSG00000024957","protein_coding","Kcnk4","chr19"
"ENSMUSG00000024958","ENSMUSG00000024958","protein_coding","Gpr137","chr19"
"ENSMUSG00000024959","ENSMUSG00000024959","protein_coding","Bad","chr19"
"ENSMUSG00000024960","ENSMUSG00000024960","protein_coding","Plcb3","chr19"
"ENSMUSG00000056612","ENSMUSG00000056612","protein_coding","Ppp1r14b","chr19"
"ENSMUSG00000056629","ENSMUSG00000056629","protein_coding","Fkbp2","chr19"
"ENSMUSG00000024962","ENSMUSG00000024962","protein_coding","Vegfb","chr19"
"ENSMUSG00000024963","ENSMUSG00000024963","protein_coding","Dnajc4","chr19"
"ENSMUSG00000037349","ENSMUSG00000037349","protein_coding","Nudt22","chr19"
"ENSMUSG00000047656","ENSMUSG00000047656","protein_coding","Trpt1","chr19"
"ENSMUSG00000024965","ENSMUSG00000024965","protein_coding","Fermt3","chr19"
"ENSMUSG00000024966","ENSMUSG00000024966","protein_coding","Stip1","chr19"
"ENSMUSG00000036278","ENSMUSG00000036278","protein_coding","Macrod1","chr19"
"ENSMUSG00000047787","ENSMUSG00000047787","protein_coding","Flrt1","chr19"
"ENSMUSG00000024767","ENSMUSG00000024767","protein_coding","Otub1","chr19"
"ENSMUSG00000035885","ENSMUSG00000035885","protein_coding","Cox8a","chr19"
"ENSMUSG00000024764","ENSMUSG00000024764","protein_coding","Naa40","chr19"
"ENSMUSG00000024968","ENSMUSG00000024968","protein_coding","Rcor2","chr19"
"ENSMUSG00000024969","ENSMUSG00000024969","protein_coding","Mark2","chr19"
"ENSMUSG00000024970","ENSMUSG00000024970","protein_coding","AI846148","chr19"
"ENSMUSG00000053080","ENSMUSG00000053080","protein_coding","2700081O15Rik","chr19"
"ENSMUSG00000024758","ENSMUSG00000024758","protein_coding","Rtn3","chr19"
"ENSMUSG00000024759","ENSMUSG00000024759","protein_coding","Atl3","chr19"
"ENSMUSG00000060675","ENSMUSG00000060675","protein_coding","Pla2g16","chr19"
"ENSMUSG00000024972","ENSMUSG00000024972","protein_coding","Lgals12","chr19"
"ENSMUSG00000024973","ENSMUSG00000024973","protein_coding","Hrasls5","chr19"
"ENSMUSG00000024757","ENSMUSG00000024757","protein_coding","Slc22a19","chr19"
"ENSMUSG00000053303","ENSMUSG00000053303","protein_coding","Slc22a26","chr19"
"ENSMUSG00000067656","ENSMUSG00000067656","protein_coding","Slc22a27","chr19"
"ENSMUSG00000063590","ENSMUSG00000063590","protein_coding","Slc22a28","chr19"
"ENSMUSG00000075044","ENSMUSG00000075044","protein_coding","Slc22a29","chr19"
"ENSMUSG00000052562","ENSMUSG00000052562","protein_coding","Slc22a30","chr19"
"ENSMUSG00000063796","ENSMUSG00000063796","protein_coding","Slc22a8","chr19"
"ENSMUSG00000024650","ENSMUSG00000024650","protein_coding","Slc22a6","chr19"
"ENSMUSG00000032773","ENSMUSG00000032773","protein_coding","Chrm1","chr19"
"ENSMUSG00000010095","ENSMUSG00000010095","protein_coding","Slc3a2","chr19"
"ENSMUSG00000042729","ENSMUSG00000042729","protein_coding","Wdr74","chr19"
"ENSMUSG00000110423","ENSMUSG00000110423","protein_coding","RP23-62O7.9","chr19"
"ENSMUSG00000090840","ENSMUSG00000090840","protein_coding","1700092M07Rik","chr19"
"ENSMUSG00000010110","ENSMUSG00000010110","protein_coding","Stx5a","chr19"
"ENSMUSG00000010097","ENSMUSG00000010097","protein_coding","Nxf1","chr19"
"ENSMUSG00000003680","ENSMUSG00000003680","protein_coding","Taf6l","chr19"
"ENSMUSG00000071662","ENSMUSG00000071662","protein_coding","Polr2g","chr19"
"ENSMUSG00000071661","ENSMUSG00000071661","protein_coding","Zbtb3","chr19"
"ENSMUSG00000071660","ENSMUSG00000071660","protein_coding","Ttc9c","chr19"
"ENSMUSG00000071659","ENSMUSG00000071659","protein_coding","Hnrnpul2","chr19"
"ENSMUSG00000071658","ENSMUSG00000071658","protein_coding","Gng3","chr19"
"ENSMUSG00000071657","ENSMUSG00000071657","protein_coding","Bscl2","chr19"
"ENSMUSG00000071656","ENSMUSG00000071656","protein_coding","Lrrn4cl","chr19"
"ENSMUSG00000071655","ENSMUSG00000071655","protein_coding","Ubxn1","chr19"
"ENSMUSG00000071654","ENSMUSG00000071654","protein_coding","Uqcc3","chr19"
"ENSMUSG00000096740","ENSMUSG00000096740","protein_coding","Lbhd1","chr19"
"ENSMUSG00000071653","ENSMUSG00000071653","protein_coding","1810009A15Rik","chr19"
"ENSMUSG00000071652","ENSMUSG00000071652","protein_coding","Ints5","chr19"
"ENSMUSG00000071650","ENSMUSG00000071650","protein_coding","Ganab","chr19"
"ENSMUSG00000071649","ENSMUSG00000071649","protein_coding","B3gat3","chr19"
"ENSMUSG00000071648","ENSMUSG00000071648","protein_coding","Rom1","chr19"
"ENSMUSG00000071647","ENSMUSG00000071647","protein_coding","Eml3","chr19"
"ENSMUSG00000071646","ENSMUSG00000071646","protein_coding","Mta2","chr19"
"ENSMUSG00000071645","ENSMUSG00000071645","protein_coding","Tut1","chr19"
"ENSMUSG00000071644","ENSMUSG00000071644","protein_coding","Eef1g","chr19"
"ENSMUSG00000069833","ENSMUSG00000069833","protein_coding","Ahnak","chr19"
"ENSMUSG00000024653","ENSMUSG00000024653","protein_coding","Scgb1a1","chr19"
"ENSMUSG00000024654","ENSMUSG00000024654","protein_coding","Asrgl1","chr19"
"ENSMUSG00000067608","ENSMUSG00000067608","protein_coding","Pcna-ps2","chr19"
"ENSMUSG00000096872","ENSMUSG00000096872","protein_coding","Scgb2a2","chr19"
"ENSMUSG00000024660","ENSMUSG00000024660","protein_coding","Incenp","chr19"
"ENSMUSG00000024661","ENSMUSG00000024661","protein_coding","Fth1","chr19"
"ENSMUSG00000037418","ENSMUSG00000037418","protein_coding","Best1","chr19"
"ENSMUSG00000024663","ENSMUSG00000024663","protein_coding","Rab3il1","chr19"
"ENSMUSG00000024664","ENSMUSG00000024664","protein_coding","Fads3","chr19"
"ENSMUSG00000024665","ENSMUSG00000024665","protein_coding","Fads2","chr19"
"ENSMUSG00000010663","ENSMUSG00000010663","protein_coding","Fads1","chr19"
"ENSMUSG00000024742","ENSMUSG00000024742","protein_coding","Fen1","chr19"
"ENSMUSG00000036372","ENSMUSG00000036372","protein_coding","Tmem258","chr19"
"ENSMUSG00000036098","ENSMUSG00000036098","protein_coding","Myrf","chr19"
"ENSMUSG00000035735","ENSMUSG00000035735","protein_coding","Dagla","chr19"
"ENSMUSG00000024743","ENSMUSG00000024743","protein_coding","Syt7","chr19"
"ENSMUSG00000097862","ENSMUSG00000097862","lincRNA","Gm26859","chr19"
"ENSMUSG00000090291","ENSMUSG00000090291","protein_coding","Lrrc10b","chr19"
"ENSMUSG00000035179","ENSMUSG00000035179","protein_coding","Ppp1r32","chr19"
"ENSMUSG00000024668","ENSMUSG00000024668","protein_coding","Sdhaf2","chr19"
"ENSMUSG00000034820","ENSMUSG00000034820","protein_coding","Cpsf7","chr19"
"ENSMUSG00000024667","ENSMUSG00000024667","protein_coding","Tmem216","chr19"
"ENSMUSG00000024666","ENSMUSG00000024666","protein_coding","Tmem138","chr19"
"ENSMUSG00000034445","ENSMUSG00000034445","protein_coding","Cyb561a3","chr19"
"ENSMUSG00000034371","ENSMUSG00000034371","protein_coding","Tkfc","chr19"
"ENSMUSG00000024740","ENSMUSG00000024740","protein_coding","Ddb1","chr19"
"ENSMUSG00000043789","ENSMUSG00000043789","protein_coding","Vwce","chr19"
"ENSMUSG00000024738","ENSMUSG00000024738","protein_coding","Pga5","chr19"
"ENSMUSG00000048832","ENSMUSG00000048832","protein_coding","Vps37c","chr19"
"ENSMUSG00000024669","ENSMUSG00000024669","protein_coding","Cd5","chr19"
"ENSMUSG00000024670","ENSMUSG00000024670","protein_coding","Cd6","chr19"
"ENSMUSG00000024737","ENSMUSG00000024737","protein_coding","Slc15a3","chr19"
"ENSMUSG00000024736","ENSMUSG00000024736","protein_coding","Tmem132a","chr19"
"ENSMUSG00000034659","ENSMUSG00000034659","protein_coding","Tmem109","chr19"
"ENSMUSG00000024735","ENSMUSG00000024735","protein_coding","Prpf19","chr19"
"ENSMUSG00000024734","ENSMUSG00000024734","protein_coding","Zp1","chr19"
"ENSMUSG00000034117","ENSMUSG00000034117","protein_coding","Ptgdr2","chr19"
"ENSMUSG00000024732","ENSMUSG00000024732","protein_coding","Ccdc86","chr19"
"ENSMUSG00000024731","ENSMUSG00000024731","protein_coding","Ms4a10","chr19"
"ENSMUSG00000067571","ENSMUSG00000067571","protein_coding","Ms4a15","chr19"
"ENSMUSG00000094584","ENSMUSG00000094584","protein_coding","Ms4a18","chr19"
"ENSMUSG00000101264","ENSMUSG00000101264","lincRNA","Gm28347","chr19"
"ENSMUSG00000075010","ENSMUSG00000075010","lincRNA","AW112010","chr19"
"ENSMUSG00000024730","ENSMUSG00000024730","protein_coding","Ms4a8a","chr19"
"ENSMUSG00000024729","ENSMUSG00000024729","protein_coding","1700017D01Rik","chr19"
"ENSMUSG00000024728","ENSMUSG00000024728","protein_coding","1700025F22Rik","chr19"
"ENSMUSG00000057240","ENSMUSG00000057240","protein_coding","Ms4a13","chr19"
"ENSMUSG00000101031","ENSMUSG00000101031","protein_coding","Ms4a12","chr19"
"ENSMUSG00000024673","ENSMUSG00000024673","protein_coding","Ms4a1","chr19"
"ENSMUSG00000054523","ENSMUSG00000054523","protein_coding","Ms4a5","chr19"
"ENSMUSG00000099398","ENSMUSG00000099398","protein_coding","Ms4a14","chr19"
"ENSMUSG00000024672","ENSMUSG00000024672","protein_coding","Ms4a7","chr19"
"ENSMUSG00000100392","ENSMUSG00000100392","lincRNA","Gm28935","chr19"
"ENSMUSG00000101389","ENSMUSG00000101389","protein_coding","Ms4a4a","chr19"
"ENSMUSG00000024675","ENSMUSG00000024675","protein_coding","Ms4a4c","chr19"
"ENSMUSG00000056290","ENSMUSG00000056290","protein_coding","Ms4a4b","chr19"
"ENSMUSG00000103126","ENSMUSG00000103126","lincRNA","Gm37387","chr19"
"ENSMUSG00000079419","ENSMUSG00000079419","protein_coding","Ms4a6c","chr19"
"ENSMUSG00000058470","ENSMUSG00000058470","protein_coding","Gm8369","chr19"
"ENSMUSG00000024677","ENSMUSG00000024677","protein_coding","Ms4a6b","chr19"
"ENSMUSG00000024678","ENSMUSG00000024678","protein_coding","Ms4a4d","chr19"
"ENSMUSG00000024679","ENSMUSG00000024679","protein_coding","Ms4a6d","chr19"
"ENSMUSG00000024680","ENSMUSG00000024680","protein_coding","Ms4a2","chr19"
"ENSMUSG00000024681","ENSMUSG00000024681","protein_coding","Ms4a3","chr19"
"ENSMUSG00000055895","ENSMUSG00000055895","protein_coding","Oosp2","chr19"
"ENSMUSG00000041857","ENSMUSG00000041857","protein_coding","Oosp1","chr19"
"ENSMUSG00000055933","ENSMUSG00000055933","protein_coding","Oosp3","chr19"
"ENSMUSG00000024682","ENSMUSG00000024682","protein_coding","Gif","chr19"
"ENSMUSG00000024683","ENSMUSG00000024683","protein_coding","Mrpl16","chr19"
"ENSMUSG00000041488","ENSMUSG00000041488","protein_coding","Stx3","chr19"
"ENSMUSG00000048292","ENSMUSG00000048292","protein_coding","Olfr1417","chr19"
"ENSMUSG00000060556","ENSMUSG00000060556","protein_coding","Olfr1418","chr19"
"ENSMUSG00000067545","ENSMUSG00000067545","protein_coding","Olfr1419","chr19"
"ENSMUSG00000060878","ENSMUSG00000060878","protein_coding","Olfr1420","chr19"
"ENSMUSG00000046139","ENSMUSG00000046139","protein_coding","Patl1","chr19"
"ENSMUSG00000024687","ENSMUSG00000024687","protein_coding","Osbp","chr19"
"ENSMUSG00000067529","ENSMUSG00000067529","protein_coding","Olfr1423","chr19"
"ENSMUSG00000067528","ENSMUSG00000067528","protein_coding","Olfr1424","chr19"
"ENSMUSG00000067526","ENSMUSG00000067526","protein_coding","Olfr1425","chr19"
"ENSMUSG00000044994","ENSMUSG00000044994","protein_coding","Olfr1426","chr19"
"ENSMUSG00000067525","ENSMUSG00000067525","protein_coding","Olfr1427","chr19"
"ENSMUSG00000067524","ENSMUSG00000067524","protein_coding","Olfr1428","chr19"
"ENSMUSG00000067522","ENSMUSG00000067522","protein_coding","Olfr76","chr19"
"ENSMUSG00000108889","ENSMUSG00000108889","protein_coding","Olfr1555-ps1","chr19"
"ENSMUSG00000094133","ENSMUSG00000094133","protein_coding","Olfr1431","chr19"
"ENSMUSG00000109022","ENSMUSG00000109022","protein_coding","Olfr1432","chr19"
"ENSMUSG00000067519","ENSMUSG00000067519","protein_coding","Olfr262","chr19"
"ENSMUSG00000060049","ENSMUSG00000060049","protein_coding","Olfr235","chr19"
"ENSMUSG00000095640","ENSMUSG00000095640","protein_coding","Olfr1434","chr19"
"ENSMUSG00000067513","ENSMUSG00000067513","protein_coding","Olfr1436","chr19"
"ENSMUSG00000096436","ENSMUSG00000096436","protein_coding","Olfr1437","chr19"
"ENSMUSG00000109328","ENSMUSG00000109328","protein_coding","Olfr1438-ps1","chr19"
"ENSMUSG00000046650","ENSMUSG00000046650","protein_coding","Olfr1440","chr19"
"ENSMUSG00000050815","ENSMUSG00000050815","protein_coding","Olfr1441","chr19"
"ENSMUSG00000040065","ENSMUSG00000040065","protein_coding","Pfpl","chr19"
"ENSMUSG00000046805","ENSMUSG00000046805","protein_coding","Mpeg1","chr19"
"ENSMUSG00000039982","ENSMUSG00000039982","protein_coding","Dtx4","chr19"
"ENSMUSG00000024691","ENSMUSG00000024691","protein_coding","Fam111a","chr19"
"ENSMUSG00000071633","ENSMUSG00000071633","protein_coding","Gm4952","chr19"
"ENSMUSG00000063683","ENSMUSG00000063683","protein_coding","Glyat","chr19"
"ENSMUSG00000044441","ENSMUSG00000044441","protein_coding","Olfr1442","chr19"
"ENSMUSG00000045030","ENSMUSG00000045030","protein_coding","Olfr1443","chr19"
"ENSMUSG00000024694","ENSMUSG00000024694","protein_coding","Keg1","chr19"
"ENSMUSG00000079415","ENSMUSG00000079415","protein_coding","Cntf","chr19"
"ENSMUSG00000024695","ENSMUSG00000024695","protein_coding","Zfp91","chr19"
"ENSMUSG00000024696","ENSMUSG00000024696","protein_coding","Lpxn","chr19"
"ENSMUSG00000046272","ENSMUSG00000046272","protein_coding","Olfr1444","chr19"
"ENSMUSG00000045126","ENSMUSG00000045126","protein_coding","Olfr1445","chr19"
"ENSMUSG00000057817","ENSMUSG00000057817","protein_coding","Olfr1446","chr19"
"ENSMUSG00000060303","ENSMUSG00000060303","protein_coding","Olfr1447","chr19"
"ENSMUSG00000048456","ENSMUSG00000048456","protein_coding","Olfr1448","chr19"
"ENSMUSG00000109288","ENSMUSG00000109288","lincRNA","Gm44572","chr19"
"ENSMUSG00000049498","ENSMUSG00000049498","protein_coding","Olfr1449","chr19"
"ENSMUSG00000062892","ENSMUSG00000062892","protein_coding","Olfr1450","chr19"
"ENSMUSG00000046913","ENSMUSG00000046913","protein_coding","Olfr1451","chr19"
"ENSMUSG00000074985","ENSMUSG00000074985","pseudogene","Olfr1452-ps1","chr19"
"ENSMUSG00000094755","ENSMUSG00000094755","protein_coding","Olfr1453","chr19"
"ENSMUSG00000094986","ENSMUSG00000094986","protein_coding","Olfr1454","chr19"
"ENSMUSG00000061637","ENSMUSG00000061637","protein_coding","Olfr1457","chr19"
"ENSMUSG00000062844","ENSMUSG00000062844","protein_coding","Olfr1458","chr19"
"ENSMUSG00000057503","ENSMUSG00000057503","protein_coding","Olfr1459","chr19"
"ENSMUSG00000045883","ENSMUSG00000045883","protein_coding","Olfr1461","chr19"
"ENSMUSG00000094721","ENSMUSG00000094721","protein_coding","Olfr1462","chr19"
"ENSMUSG00000096365","ENSMUSG00000096365","protein_coding","Olfr1463","chr19"
"ENSMUSG00000062199","ENSMUSG00000062199","protein_coding","Olfr1465","chr19"
"ENSMUSG00000096485","ENSMUSG00000096485","protein_coding","Olfr1466","chr19"
"ENSMUSG00000049015","ENSMUSG00000049015","protein_coding","Olfr1467","chr19"
"ENSMUSG00000063777","ENSMUSG00000063777","protein_coding","Olfr1469","chr19"
"ENSMUSG00000096320","ENSMUSG00000096320","protein_coding","Olfr1471","chr19"
"ENSMUSG00000095189","ENSMUSG00000095189","protein_coding","Olfr1472","chr19"
"ENSMUSG00000096273","ENSMUSG00000096273","protein_coding","Olfr1474","chr19"
"ENSMUSG00000096708","ENSMUSG00000096708","protein_coding","Olfr1475","chr19"
"ENSMUSG00000071629","ENSMUSG00000071629","protein_coding","Olfr1477","chr19"
"ENSMUSG00000095484","ENSMUSG00000095484","protein_coding","Olfr1480","chr19"
"ENSMUSG00000096289","ENSMUSG00000096289","protein_coding","Olfr1484","chr19"
"ENSMUSG00000094846","ENSMUSG00000094846","protein_coding","Olfr1487","chr19"
"ENSMUSG00000045678","ENSMUSG00000045678","protein_coding","Olfr1489","chr19"
"ENSMUSG00000061387","ENSMUSG00000061387","protein_coding","Olfr1490","chr19"
"ENSMUSG00000051156","ENSMUSG00000051156","protein_coding","Olfr1491","chr19"
"ENSMUSG00000109520","ENSMUSG00000109520","protein_coding","Olfr1493-ps1","chr19"
"ENSMUSG00000050865","ENSMUSG00000050865","protein_coding","Olfr1494","chr19"
"ENSMUSG00000047207","ENSMUSG00000047207","protein_coding","Olfr1495","chr19"
"ENSMUSG00000048356","ENSMUSG00000048356","protein_coding","Olfr1496","chr19"
"ENSMUSG00000044040","ENSMUSG00000044040","protein_coding","Olfr1497","chr19"
"ENSMUSG00000045395","ENSMUSG00000045395","protein_coding","Olfr1499","chr19"
"ENSMUSG00000054526","ENSMUSG00000054526","protein_coding","Olfr1500","chr19"
"ENSMUSG00000057270","ENSMUSG00000057270","protein_coding","Olfr1501","chr19"
"ENSMUSG00000056858","ENSMUSG00000056858","protein_coding","Olfr1502","chr19"
"ENSMUSG00000059105","ENSMUSG00000059105","protein_coding","Olfr1504","chr19"
"ENSMUSG00000062314","ENSMUSG00000062314","protein_coding","Olfr1505","chr19"
"ENSMUSG00000024642","ENSMUSG00000024642","protein_coding","Tle4","chr19"
"ENSMUSG00000024640","ENSMUSG00000024640","protein_coding","Psat1","chr19"
"ENSMUSG00000041491","ENSMUSG00000041491","protein_coding","Cep78","chr19"
"ENSMUSG00000097557","ENSMUSG00000097557","lincRNA","C130060C02Rik","chr19"
"ENSMUSG00000024639","ENSMUSG00000024639","protein_coding","Gnaq","chr19"
"ENSMUSG00000024697","ENSMUSG00000024697","protein_coding","Gna14","chr19"
"ENSMUSG00000046230","ENSMUSG00000046230","protein_coding","Vps13a","chr19"
"ENSMUSG00000046388","ENSMUSG00000046388","pseudogene","Gm9806","chr19"
"ENSMUSG00000056829","ENSMUSG00000056829","protein_coding","Foxb2","chr19"
"ENSMUSG00000039126","ENSMUSG00000039126","protein_coding","Prune2","chr19"
"ENSMUSG00000038843","ENSMUSG00000038843","protein_coding","Gcnt1","chr19"
"ENSMUSG00000024712","ENSMUSG00000024712","protein_coding","Rfk","chr19"
"ENSMUSG00000024713","ENSMUSG00000024713","protein_coding","Pcsk5","chr19"
"ENSMUSG00000024725","ENSMUSG00000024725","protein_coding","Ostf1","chr19"
"ENSMUSG00000037847","ENSMUSG00000037847","protein_coding","Nmrk1","chr19"
"ENSMUSG00000024726","ENSMUSG00000024726","protein_coding","Carnmt1","chr19"
"ENSMUSG00000047044","ENSMUSG00000047044","protein_coding","D030056L22Rik","chr19"
"ENSMUSG00000024727","ENSMUSG00000024727","protein_coding","Trpm6","chr19"
